citation,ref_year,ref_author,reference_id
"Working Group on Northern California Earthquake Potential (WGNCEP), 1996, Database of potential sources for earthquakes larger than magnitude 6 in northern California: U.S. Geological Survey Open-File Report 96-705, 40 p.",1996,Working Group on Northern California Earthquake Potential (WGNCEP),1f
"Hill, M.L., and Dibblee, T.W., Jr., 1953, San Andreas, Garlock, and Big Pine faults, California: Geological Society of America Bulletin, v. 64, p. 443–458.",1953,"Hill, M.L., and Dibblee, T.W., Jr.",1f
"Working Group on California Earthquake Probabilities, 1988, Probabilities of large earthquakes occurring in California on the San Andreas fault: U.S. Geological Survey Open-File Report 88-398, 62 p.",1988,Working Group on California Earthquake Probabilities,1f
"Sieh, K.E., Stuiver, M., and Brillinger, D., 1989, A more precise chronology of earthquakes produced by the San Andreas fault in southern California: Journal of Geophysical Research, v. 94, no. B1, p. 603-623.",1989,"Sieh, K.E., Stuiver, M., and Brillinger, D.",1f
"Lawson, A.C., chairman, 1908, The California earthquake of April 18, 1906—Report of the State Earthquake Investigation Commission: Washington, D.C., Carnegie Institution of Washington Publication 87.",1908,"Lawson, A.C., chairman",1f
"Sieh, K.E., and Jahns, R.H., 1984, Holocene activity of the San Andreas fault at Wallace Creek, California: Geological Society of America Bulletin, v. 95, p. 883-896.",1984,"Sieh, K.E., and Jahns, R.H.",1f
"Jacoby, G.C., Sheppard, P.R., and Sieh, K.E., 1988, Irregular recurrence of large earthquakes along the San Andreas fault—Evidence from trees: Science, v. 241, p. 196-199.",1988,"Jacoby, G.C., Sheppard, P.R., and Sieh, K.E.",1f
"Matti, J.C., and Morton, D.M., 1993, Paleogeographic evolution of the San Andreas fault in southern California—A reconstruction based on a new cross-fault correlation, <i>in</i> Powell, R.E., Weldon, R.J., II, and Matti, J.C., ed., The San Andreas fault system—Displacement, palinspastic reconstruction, and geologic evolution: Geological Society of America Memoir 178, p. 107-160.",1993,"Matti, J.C., and Morton, D.M.",1f
"Barrows, A.G., Kahle, J.E., and Beeby, D.J., 1985, Earthquake hazards and tectonic history of the San Andreas fault zone, Los Angeles County, California: California Division of Mines and Geology Open-File Report 85-10 LA, 139 p., 19 pls., scale 1:12,000.",1985,"Barrows, A.G., Kahle, J.E., and Beeby, D.J.",1g
"Davis, T., and Duebendorfer, E., 1982, Surficial structure and geomorphology of the San Andreas fault, western portion of the Big Bend—Field trip number 14, <i>in</i> Cooper, J.D., ed., Neotectonics in southern California: Geological Society of America, Anaheim, California, April 19-21, 1982, Guidebook, p. 77-106.",1982,"Davis, T., and Duebendorfer, E.",1g
"Davis, T.L., and Duebendorfer, E., 1987, Strip map of the San Andreas fault, western Big Bend segment: Geological Society of America Map and Chart Series MC-60, 6 p. pamphlet, 2 sheets, scale 1:31,682.",1987,"Davis, T.L., and Duebendorfer, E.",1g
"Grant, L.B., and Sieh, K., 1993, Stratigraphic evidence for seven meters of dextral slip on the San Andreas fault during the 1857 earthquake in the Carrizo Plain: Bulletin of the Seismological Society of America, v. 83, no. 3, p. 619-635.",1993,"Grant, L.B., and Sieh, K.",1g
"Grant, L.B., and Sieh, K., 1994, Paleoseismic evidence of clustered earthquakes on the San Andreas fault in the Carrizo Plain, California: Journal of Geophysical Research, v. 99, no. B4, p. 6819-6841.",1994,"Grant, L.B., and Sieh, K.",1g
"Hill, D.P., Eaton, J.P., and Jones, L.M., 1990, Seismicity—1980-1986, <i>in</i> Wallace, R.E., ed., The San Andreas fault system: U.S. Geological Survey Professional Paper 1515, p. 115-151.",1990,"Hill, D.P., Eaton, J.P., and Jones, L.M.",1g
"Jennings, C.W., 1994, Fault activity map of California and adjacent areas, with locations of recent volcanic eruptions: California Division of Mines and Geology Geologic Data Map 6, 92 p., 2 pls., scale 1:750,000.",1994,"Jennings, C.W.",1g
"Kahle, J.E., and Barrows, A.G., 1980, Fault activity of Three Points and Pine Canyon segments, San Andreas fault zone, Los Angeles County, California: California Department of Conservation, Division of Mines and Geology Open-File Report 80-13LA, 38 p., scale 1:12,000.",1980,"Kahle, J.E., and Barrows, A.G.",1g
"Lienkaemper, J.J., 2001, 1857 slip on the San Andreas fault southeast of Cholame, California: Bulletin of the Seismological Society of America, v. 91, no. 6, p. 1659-1672.",2001,"Lienkaemper, J.J.",1g
"Lindvall, S.C., Rockwell, T.K., Dawson, T.E., Helms, J.G., and Weaver-Bowman, K., 2002, Evidence for two surface ruptures in the past 500 years on the San Andreas fault at Frazier Mountain, California: Bulletin of the Seismological Society of America, Special Issue on Paleoseismology of the San Andreas Fault System, v. 92, no. 7, p. 2689-2703.",2002,"Lindvall, S.C., Rockwell, T.K., Dawson, T.E., Helms, J.G., and Weaver-Bowman, K.",1g
"Manson, M.W., 1985, San Andreas fault (Middle Mountain-Chalome Valley segment) and San Juan fault (north end), Monterey and San Luis Obispo Counties, California: California Division of Mines and Geology Fault Evaluation Report FER-171, microfiche copy in California Division of Mines and Geology Open-File Report 90-11, 10 p., scale 1:24,000.",1985,"Manson, M.W.",1g
"Petersen, M.D., Bryant, W.A., Cramer, C.H., Cao, T., Reichle, M.S., Frankel, A.D., Lienkaemper, J.J., McCrory, P.A., and Schwartz, D.P., 1996, Probabilistic seismic hazard assessment for the State of California: California Department of Conservation, Division of Mines and Geology Open-File Report 96-08 (also U.S. Geological Open-File Report 96-706), 33 p.",1996,"Petersen, M.D., Bryant, W.A., Cramer, C.H., Cao, T., Reichle, M.S., Frankel, A.D., Lienkaemper, J.J., McCrory, P.A., and Schwartz, D.P.",1g
"Ross, D.C., 1969, Map showing recently active breaks along the San Andreas fault between Tejon Pass and Cajon Pass, southern California: U.S. Geological Survey Miscellaneous Geologic Investigations I-553, 1 sheet, scale 1:24,000.",1969,"Ross, D.C.",1g
"Runnerstrom, E.E., Grant, L.B., Arrowsmith, J.R., Rhodes, D.D., and Stone, E.M., 2002, Displacement across the Chalome segment of the San Andreas fault between 1855 and 1893 from cadastral surveys: Bulletin of the Seismological Society of America, Special Issue on Paleoseismology of the San Andreas Fault System, v. 92, no. 7, p. 2659-2669.",2002,"Runnerstrom, E.E., Grant, L.B., Arrowsmith, J.R., Rhodes, D.D., and Stone, E.M.",1g
"Rust, D.J., 1982, Trenching studies of the San Andreas fault bordering western Antelope Valley, southern California, <i>in</i> Summaries of Technical Reports, National Earthquake Hazards Reduction Program: U.S. Geological Survey Open-File Report 82-840, v. XIV, p. 89-91.",1982,"Rust, D.J.",1g
"Sieh, K.E., 1978, Slip along the San Andreas fault associated with the great 1857 earthquake: Bulletin of the Seismological Society of America, v. 68, no. 6, p. 1421-1448.",1978,"Sieh, K.E.",1g
"Sieh, K.E., and Jahns, R.H., 1984, Holocene activity of the San Andreas fault at Wallace Creek, California: Geological Society of America Bulletin, v. 95, p. 883-896.",1984,"Sieh, K.E., and Jahns, R.H.",1g
"Sieh, K.E., Stuiver, M., and Brillinger, D., 1989, A more precise chronology of earthquakes produced by the San Andreas fault in southern California: Journal of Geophysical Research, v. 94, no. B1, p. 603-623.",1989,"Sieh, K.E., Stuiver, M., and Brillinger, D.",1g
"Noller, J.S., Simpson, G.D., and Lightfoot, K., 1996, Paleoseismic and geoarchaeologic investigations of the northern San Andreas fault, Fort Ross, California, <i>in</i> National Earthquake Hazards Reduction Program, Summaries of technical reports: U.S. Geological Survey, National Earthquake Hazards Reduction Program
External Research Program, Annual Project Summaries, v. 37, http://erp-web.er.usgs.gov/reports/annsum/vol37/nc/g2474.htm.",1996,"Noller, J.S., Simpson, G.D., and Lightfoot, K.",1g
"van der Woerd, J., Klinger, Y., Sieh, K., Tapponnier, P., and Ryerson, F.J., 2001, First long-term slip rate along the San Andreas fault based on 10Be-26Al surface exposure dating—The Biska Palms site, 23 mm/yr for the last 30,000 years [abs.]: Eos, Transactions of the American Geophysical Union, v. 82, p. 934.",2001,"van der Woerd, J., Klinger, Y., Sieh, K., Tapponnier, P., and Ryerson, F.J.",1g
"Dibblee, T.W., Jr., 1971, Geologic map of the Ventucopa 15-minute quadrangle, California: U.S. Geological Survey Open-File Map, 1 pl., scale 1:62,500.",1971,"Dibblee, T.W., Jr.",1g
"Dibblee, T.W., Jr., 1967, Geologic map of the Morongo Valley quadrangle San Bernardino and Riverside Counties, California: U.S. Geological Survey Miscellaneous Geologic Investigations Map I-517, 4 p. pamphlet, 1 sheet, scale 1:62,500.",1967,"Dibblee, T.W., Jr.",1g
"Dibblee, T.W., Jr., 1972, Geologic map of the La Panza quadrangle, California: U.S. Geological Survey Open-File Map, 1 pl., scale 1:62,500.",1972,"Dibblee, T.W., Jr.",1g
"Sykes, L.R., and Nishenko, S.P., 1984, Probabilities of occurrence of large plate rupturing earthquakes for the San Andreas, San Jacinto, and Imperial faults, California: Journal of Geophysical Research, v. 89, no. B7, p. 5905-5927.",1984,"Sykes, L.R., and Nishenko, S.P.",1g
"Prentice, C.S., and Sieh, K.E., 1988, Prehistoric seismic events on the northern San Andreas fault near Point Arena, California [abs.]: Eos, Transactions of the American Geophysical Union, v. 69, no. 16, p. 492.",1988,"Prentice, C.S., and Sieh, K.E.",1g
"Dibblee, T.W., Jr., 1981, Geologic map of the Palm Springs (15 minute) quadrangle, California: South Coast Geological Society, Geologic Map SCGS-3, scale 1:62,500.",1981,"Dibblee, T.W., Jr.",1g
"Schwartz, D.P., Pantosti, D., Okumura, K., Powers, T.J., and Hamilton, J.C., 1998, Paleoseismic investigations in the Santa Cruz Mountains, California—Implications for recurrence of large-magnitude earthquakes on the San Andrea fault: Journal of Geophysical Research, v. 103, no. B8, p. 17,985-18,001.",1998,"Schwartz, D.P., Pantosti, D., Okumura, K., Powers, T.J., and Hamilton, J.C.",1g
"Hart, E.W., and Bryant, W.A., 1997, Fault-rupture hazard zones in California: California Division of Mines and Geology Special Report 42, 38 p.",1997,"Hart, E.W., and Bryant, W.A.",1g
"Wallace, R.E., 1970, Earthquake recurrence intervals on the San Andreas fault: Geological Society of America Bulletin, v. 81, p. 2875–2890.",1970,"Wallace, R.E.",1g
"Arrowsmith, R., McNally, K., and Davis, J., 1997, Potential for earthquake rupture and M 7 earthquakes along the Parkfield, Cholame, and Carrizo segments of the San Andreas fault: Seismological Research Letters, v. 68, no. 6, p. 902-916.",1997,"Arrowsmith, R., McNally, K., and Davis, J.",1g
"Anderson, F.M., 1899, The geology of Point Reyes Peninsula: Berkeley, California, University of California Publications in Geological Sciences, v. 2, p. 119-153.",1899,"Anderson, F.M.",1g
"Lawson, A.C., 1893, The post-Pliocene diastrophism of the coast of southern California: Berkeley, California, University of California Publications in Geological Sciences, v. 1, p. 115-160.",1893,"Lawson, A.C.",1g
"Biasi, G.P., Weldon, R.J., II, Fumal, T.E., and Seitz, G.G., 2002, Paleoseismic event dating and the conditional probability of large earthquakes on the southern San Andreas fault, California: Bulletin of the Seismological Society of America, Special Issue on Paleoseismology of the San Andreas Fault System, v. 92, no. 7, p. 2761-2781.",2002,"Biasi, G.P., Weldon, R.J., II, Fumal, T.E., and Seitz, G.G.",1g
"Wallace, R.E., 1990, General features, <i>in</i> Wallace, R.E., ed., The San Andreas fault system: U.S. Geological Survey Professional Paper 1515, p. 3-12.",1990,"Wallace, R.E.",1g
"Sims, J.D., 1994, Stream channel offset and abandonment and a 200-year average recurrence interval of earthquakes on the San Andreas fault at Phelan Creek, Carrizo Plain, California, <i>in</i> Prentice, C.S., Schwartz, D.P., and Yeats, R.S., ed., Proceedings of the workshop on paleoseismology: U.S. Geological Survey Open-File Report 94-568, p. 170-172.",1994,"Sims, J.D.",1g
"Stone, E.M., Grant, L.B., and Arrowsmith, J.R., 2002, Recent rupture history of the San Andreas fault, southwest of Cholame in the northern Carrizo Plain, California: Bulletin of the Seismological Society of America, v. 92, no. 3, p. 983-997.",2002,"Stone, E.M., Grant, L.B., and Arrowsmith, J.R.",1g
"Weldon, R.J., II, Meisling, K.E., and Alexander, J., 1993, A speculative history of the San Andreas fault in the central Transverse Ranges, California, <i>in</i> Powell, R.E., Weldon, R.J., II, and Matti, J.C., eds., The San Andreas fault system—Displacement, palinspastic reconstruction, and geologic evolution: Geological Society of America Memoir 178, p. 161-198.",1993,"Weldon, R.J., II, Meisling, K.E., and Alexander, J.",1g
"Sieh, K.E., and Williams, P.L., 1990, Behavior of the San Andreas fault during the past 300 years: Journal of Geophysical Research, v. 95, no. B5, p. 6629-6645.",1990,"Sieh, K.E., and Williams, P.L.",1g
"Stanley, R.G., 1987, New estimates of displacement along the San Andreas fault in central California based on paleobathymetry and paleogeography: Geology, v. 15, no. 2, p. 171-174.",1987,"Stanley, R.G.",1g
"Wilson, J.T., 1965, A new class of faults and their bearing on continental drift: Nature, v. 207, p. 343-347.",1965,"Wilson, J.T.",1g
"Powell, R.E., 1993, Balanced palinspastic reconstruction of pre-late Cenozoic paleogeology, southern California—Geologic and kinematic constraints on evolution of the San Andreas fault system, <i>in</i> Powell, R.E., Weldon, R.J., II, and Matti, J.C., ed., The San Andreas Fault System—Displacement, palinspastic reconstruction, and geologic evolution: Geological Society of America Memoir 178, p. 1-106.",1993,"Powell, R.E.",1g
"Bakun, W.H., 1999, Seismic activity of the San Francisco Bay region: Bulletin of the Seismological Society of America, v. 89, no. 3, p. 764-784.",1999,"Bakun, W.H.",1g
"Matthews, V., III, 1976, Correlation of Pinnacles and Neenach volcanic formations and their bearing on San Andreas fault problem: Bulletin of the American Association of Petroleum Geologists, v. 60, no. 12, p. 2128-2141.",1976,"Matthews, V., III",1g
"Dibblee, T.W., Jr., 1972, Geologic maps of fourteen 15-minute quadrangles along the San Andreas fault in the vicinity of Paso Robles and Cholame southeastward to Maricopa and Cuyama, California: U.S. Geological Survey Open-File Report 72-089, 14 sheets, scale 1:62,500.",1972,"Dibblee, T.W., Jr.",1g
"Allen, C.R., 1968, The tectonic environments of seismically active and inactive areas along the San Andreas fault system, <i>in</i> Dickinson, W.R., and Grantz, A., eds., Proceedings of conference on geologic problems of San Andreas fault system: Palo Alto, California, Stanford University Publications, Geological Sciences, v. XI, p. 70-82.",1968,"Allen, C.R.",1g
"Hall, N.T., Wright, R.H., and Clahan, K.B., 1999, Paleoseismic studies of the San Francisco Peninsula segment of the San Andreas fault zone near Woodside, California: Journal of Geophysical Research, v. 104, no. B10, p. 23,215-23,236.",1999,"Hall, N.T., Wright, R.H., and Clahan, K.B.",1g
